时间,温度℃,气压hPa,相对湿度%,风向/度,风速m/s,降水mm,测点,经度,纬度,,,
9/12/2019 1:00,22.1,1009.7,73,319/NW,2.8,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 2:00,22,1009.7,73,298/WNW,3.9,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 3:00,21.8,1009.6,66,308/NW,3.6,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 4:00,21.6,1009.5,67,306/NW,3.9,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 5:00,21.4,1009.5,68,296/WNW,3.7,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 6:00,20.8,1009.9,75,305/NW,4.9,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 7:00,20.9,1010.3,77,299/WNW,3,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 8:00,22.4,1010.4,69,300/WNW,4.3,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 9:00,24.4,1010.6,53,305/NW,4.2,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 10:00,28.1,1010.2,25,356/N,4.2,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 11:00,29.1,1009.7,33,335/NNW,3,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 12:00,26.7,1009,50,154/SSE,5.3,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 13:00,27.1,1008.1,51,106/ESE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 14:00,26.2,1007.9,50,149/SSE,4,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 15:00,26.6,1007.3,48,110/ESE,4.9,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 16:00,26.4,1007.4,50,144/SE,3.6,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 17:00,25.3,1007.4,57,166/SSE,2.4,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 18:00,24.9,1007.5,61,159/SSE,2.5,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 19:00,24.7,1007.2,62,149/SSE,2.2,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 20:00,24.5,1007.3,61,142/SE,2.8,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 21:00,23.5,1007.6,64,105/ESE,0.9,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 22:00,23,1007.6,65,123/ESE,0.9,0,54853,120.42,36.17,山东,青岛,崂山
9/12/2019 23:00,22.2,1007.4,68,301/WNW,1.2,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 0:00,22,1006.7,69,300/WNW,1.3,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 1:00,22,1006.5,67,301/WNW,1.7,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 2:00,21.3,1006.3,68,270/W,1,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 3:00,21.3,1005.8,69,168/SSE,1.7,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 4:00,22.3,1005.7,62,149/SSE,1.9,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 5:00,22.6,1005.6,63,132/SE,3.9,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 6:00,22.6,1005.8,69,137/SE,2.8,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 7:00,24.5,1005.6,68,136/SE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 8:00,25.8,1005.8,67,153/SSE,5.6,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 9:00,25.3,1005.8,76,132/SE,5.8,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 10:00,25.6,1005.9,76,166/SSE,7.2,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 11:00,25.2,1005.5,80,171/S,5.4,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 12:00,26.1,1005.4,76,199/SSW,4.5,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 13:00,26.2,1004.9,74,201/SSW,2,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 14:00,26.2,1004.4,76,197/SSW,2.9,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 15:00,25.4,1004.3,80,158/SSE,3.6,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 16:00,25.2,1004.3,84,154/SSE,3.5,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 17:00,24.5,1004.6,90,144/SE,3,0.3,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 18:00,24.6,1004.9,91,160/SSE,2.4,0.1,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 19:00,21.9,1005.5,94,298/WNW,5,0.2,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 20:00,21.5,1006.3,92,313/NW,5.8,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 21:00,21.7,1006.5,85,329/NNW,6,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 22:00,21.9,1006.8,86,328/NNW,7.9,0,54853,120.42,36.17,山东,青岛,崂山
9/13/2019 23:00,21.9,1006.5,86,318/NW,7.5,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 0:00,21.9,1006.4,86,330/NNW,8.1,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 1:00,21.8,1006.3,85,323/NW,7.5,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 2:00,21.8,1006.2,84,321/NW,5.9,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 3:00,21.9,1006,82,326/NW,9.2,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 4:00,21.8,1006.2,83,325/NW,8.1,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 5:00,21.8,1006.6,76,320/NW,8.1,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 6:00,21.8,1007.4,67,327/NNW,5.3,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 7:00,22.4,1008.1,59,323/NW,6.6,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 8:00,22.8,1008.3,58,322/NW,7.4,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 9:00,25.5,1008.3,38,333/NNW,6.8,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 10:00,26.7,1008,34,334/NNW,10.7,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 11:00,27.7,1007.8,35,25/NNE,8,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 12:00,28.9,1007.6,33,15/NNE,6.7,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 13:00,29.7,1006.9,28,345/NNW,9.8,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 14:00,30.2,1006.6,25,328/NNW,9.3,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 15:00,29.7,1006.8,24,13/NNE,7.4,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 16:00,28.5,1007.2,25,329/NNW,7.3,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 17:00,27.3,1007.9,25,30/NNE,4,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 18:00,26.5,1008.1,26,29/NNE,5.3,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 19:00,25.5,1008.7,28,14/NNE,1.7,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 20:00,24.9,1009,31,328/NNW,2.9,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 21:00,23.4,1009,35,300/WNW,2.2,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 22:00,22,1009.1,40,327/NNW,2.3,0,54853,120.42,36.17,山东,青岛,崂山
9/14/2019 23:00,20.7,1008.7,45,300/WNW,3.3,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 0:00,19.7,1008.6,51,313/NW,4.9,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 1:00,19.5,1008.6,51,302/WNW,4.3,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 2:00,19.8,1008.5,47,307/NW,2.9,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 3:00,21.1,1007.9,41,278/W,2.3,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 4:00,21.1,1007.8,40,322/NW,3.3,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 5:00,20.4,1008.4,45,331/NNW,5.9,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 6:00,21.2,1008.6,46,323/NW,5.2,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 7:00,21.2,1008.4,50,301/WNW,6.6,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 8:00,22.4,1008.9,46,331/NNW,3.8,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 9:00,24.5,1008.8,36,338/NNW,3.9,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 10:00,25.9,1008.4,34,354/N,3.2,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 11:00,25.8,1008.2,36,343/NNW,3.8,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 12:00,25.5,1007.9,36,335/NNW,5,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 13:00,26.9,1007.1,35,4/N,4.5,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 14:00,27.1,1006.1,36,342/NNW,4,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 15:00,26.1,1006.1,44,132/SE,3.1,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 16:00,25.8,1006.2,43,25/NNE,4,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 17:00,24.8,1006.6,44,345/NNW,4.5,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 18:00,23.5,1006.9,53,301/WNW,3.5,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 19:00,22.9,1007.5,53,332/NNW,1.3,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 20:00,22.2,1007.6,57,308/NW,2,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 21:00,22.4,1007.6,55,316/NW,3.5,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 22:00,23,1007.1,50,332/NNW,4.9,0,54853,120.42,36.17,山东,青岛,崂山
9/15/2019 23:00,22.7,1007.3,58,302/WNW,4.1,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 0:00,22.1,1007.4,61,317/NW,3.4,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 1:00,22.1,1007.3,56,325/NW,4.6,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 2:00,21.7,1007.1,58,325/NW,2.9,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 3:00,21.7,1007.1,59,311/NW,7.2,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 4:00,21.4,1007.2,63,310/NW,7,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 5:00,21.1,1007.6,66,339/NNW,6.2,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 6:00,20.9,1007.9,64,338/NNW,7.4,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 7:00,21.4,1008.1,64,326/NW,8,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 8:00,23.1,1008.5,61,331/NNW,7.9,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 9:00,24.8,1008.6,61,350/N,5.2,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 10:00,25.7,1008.4,58,331/NNW,10,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 11:00,26.1,1008,57,324/NW,7.7,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 12:00,28.3,1007.6,53,347/NNW,6,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 13:00,27.2,1007.2,52,107/ESE,6.1,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 14:00,26.7,1006.9,59,188/S,6.3,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 15:00,26,1007,61,177/S,3.7,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 16:00,26.2,1007,55,175/S,3.8,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 17:00,25.3,1007.1,63,158/SSE,2.3,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 18:00,24.7,1007.1,68,130/SE,1.4,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 19:00,24.2,1007.7,68,305/NW,1,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 20:00,23.5,1008.2,70,289/WNW,2.3,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 21:00,22.9,1008.6,73,263/W,0.8,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 22:00,21.9,1009,79,289/WNW,3.6,0,54853,120.42,36.17,山东,青岛,崂山
9/16/2019 23:00,21.7,1009.1,83,297/WNW,3.8,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 0:00,21.4,1009.6,81,291/WNW,2.9,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 1:00,21,1009.8,76,278/W,1.7,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 2:00,20.8,1009.3,71,312/NW,2.4,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 3:00,20.2,1009.3,70,298/WNW,2.1,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 4:00,20,1009.5,75,302/WNW,3.6,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 5:00,19.9,1009.8,67,296/WNW,5.3,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 6:00,19.6,1010.2,68,298/WNW,4.6,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 7:00,20.7,1010.5,54,296/WNW,5.2,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 8:00,23.4,1011,34,298/WNW,3.1,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 9:00,25.9,1011.3,31,104/ESE,3.2,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 10:00,25.3,1011.6,35,169/S,2.8,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 11:00,26.3,1011.2,37,154/SSE,2.8,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 12:00,25.4,1010.9,42,176/S,4.4,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 13:00,25.2,1010.2,44,144/SE,5.7,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 14:00,25,1010.1,40,166/SSE,4.6,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 15:00,24.9,1010,45,167/SSE,3.3,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 16:00,24.5,1010.3,47,158/SSE,2.3,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 17:00,24.4,1010.5,48,120/ESE,0.4,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 18:00,23.7,1010.4,54,146/SE,1.3,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 19:00,23,1010.7,57,4/N,1.5,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 20:00,22.7,1011.3,53,299/WNW,2.9,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 21:00,23.2,1011.6,44,313/NW,3.2,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 22:00,23.4,1011.7,43,333/NNW,3.3,0,54853,120.42,36.17,山东,青岛,崂山
9/17/2019 23:00,23.3,1011.7,41,326/NW,5.7,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 0:00,23,1011.7,40,329/NNW,7.8,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 1:00,22.8,1011.8,42,319/NW,8.2,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 2:00,22.6,1012.1,47,326/NW,8.8,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 3:00,22,1012,54,317/NW,7.5,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 4:00,21.8,1012.6,63,320/NW,6.6,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 5:00,21.6,1013.4,60,9/N,5.9,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 6:00,20.9,1014.3,62,303/WNW,5.6,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 7:00,21.5,1015.1,56,327/NNW,6,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 8:00,22.2,1015.9,44,334/NNW,7.7,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 9:00,23,1016.8,37,328/NNW,7,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 10:00,24.4,1017.4,33,9/N,7.5,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 11:00,25.7,1017.2,24,36/NE,6.7,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 12:00,26.4,1016.9,21,344/NNW,7.7,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 13:00,26.4,1016.5,21,324/NW,9.1,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 14:00,26.3,1015.9,17,329/NNW,12.2,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 15:00,25.9,1015.6,17,12/NNE,10.1,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 16:00,25.2,1015.6,18,19/NNE,4.3,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 17:00,23.9,1015.9,17,357/N,7.2,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 18:00,21.9,1016.1,19,331/NNW,5,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 19:00,20.4,1016.6,25,2/N,8.2,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 20:00,19,1017.2,33,4/N,3.9,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 21:00,18,1017.3,34,327/NNW,7.1,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 22:00,17.1,1017,38,339/NNW,8.2,0,54853,120.42,36.17,山东,青岛,崂山
9/18/2019 23:00,16.1,1016.6,45,327/NNW,9.7,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 0:00,16.8,1016.5,43,350/N,5.3,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 1:00,17,1016,38,326/NW,5.1,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 2:00,16.5,1016.3,43,279/W,5.9,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 3:00,15.3,1016.4,50,268/W,6,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 4:00,14,1016.2,57,301/WNW,7.1,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 5:00,13.9,1016.3,58,292/WNW,6,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 6:00,15.3,1016.6,51,300/WNW,5.4,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 7:00,16.5,1016.7,49,294/WNW,5.3,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 8:00,19.8,1016.6,40,323/NW,4.6,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 9:00,22.2,1016.4,29,129/SE,1.8,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 10:00,22.8,1016,31,162/SSE,4,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 11:00,24,1015.6,31,159/SSE,4.2,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 12:00,22.8,1014.8,35,150/SSE,7.3,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 13:00,24.1,1014.5,27,162/SSE,4.4,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 14:00,24.4,1014.1,23,70/ENE,1.9,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 15:00,23.6,1013.6,27,139/SE,4.4,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 16:00,22.6,1013.6,36,155/SSE,3.7,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 17:00,22.2,1013.4,41,191/S,2.3,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 18:00,21.7,1013.1,44,175/S,1.3,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 19:00,20.8,1013.2,46,102/ESE,0.6,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 20:00,19.6,1013.5,50,291/WNW,1.9,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 21:00,19,1013.3,51,304/NW,2.3,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 22:00,19.1,1013.2,51,299/WNW,2.8,0,54853,120.42,36.17,山东,青岛,崂山
9/19/2019 23:00,19.1,1012.9,51,299/WNW,2.3,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 0:00,19.2,1012.7,52,311/NW,2.5,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 1:00,19,1012.5,55,288/WNW,2.7,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 2:00,18.9,1011.8,57,294/WNW,3.2,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 3:00,19,1011.4,56,298/WNW,3.3,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 4:00,18.9,1011.2,56,302/WNW,3.6,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 5:00,18.6,1011.6,58,301/WNW,2.8,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 6:00,18.6,1011.6,56,302/WNW,3.7,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 7:00,19.2,1011.8,52,306/NW,3.6,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 8:00,20.5,1012,48,301/WNW,4.9,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 9:00,22,1012,44,288/WNW,3.5,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 10:00,23.8,1011.9,33,325/NW,4,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 11:00,24.2,1011.6,33,1/N,3.4,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 13:00,24.7,1010.5,35,113/ESE,4.2,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 14:00,24.8,1010.4,30,161/SSE,3.6,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 15:00,24.6,1010.4,31,173/S,3.5,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 16:00,24.8,1010.6,26,207/SSW,2.9,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 17:00,24.3,1011,31,292/WNW,2.7,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 18:00,23.4,1011,30,167/SSE,1.2,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 19:00,21.8,1011.2,36,309/NW,1.6,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 20:00,20.5,1011.8,36,316/NW,2,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 21:00,20.4,1012,39,290/WNW,2.6,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 22:00,20.1,1012.3,45,298/WNW,2.6,0,54853,120.42,36.17,山东,青岛,崂山
9/20/2019 23:00,19.8,1012.1,52,307/NW,3,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 0:00,20.3,1011.8,56,322/NW,2.6,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 1:00,20,1011.6,51,329/NNW,5.6,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 2:00,21.3,1011.4,36,307/NW,4.4,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 3:00,21.1,1010.7,38,319/NW,5.8,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 4:00,21.2,1010.8,34,335/NNW,4.8,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 5:00,20.8,1011.1,40,326/NW,4.8,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 6:00,20.5,1011.3,52,353/N,4.8,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 7:00,21.2,1011.8,55,330/NNW,3.3,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 8:00,22,1012.1,55,313/NW,3.4,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 9:00,24.4,1012.6,44,353/N,3.2,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 10:00,25.5,1012.7,36,83/E,5.8,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 11:00,26.5,1012.6,43,20/NNE,2.9,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 12:00,26.9,1012.1,35,23/NNE,4.6,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 13:00,25.8,1011.9,39,76/ENE,6.3,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 14:00,26.3,1011.6,33,53/NE,11.6,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 15:00,26.2,1011.4,40,101/E,5.1,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 16:00,24.9,1011.4,55,114/ESE,5.2,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 17:00,24,1011.6,57,147/SSE,5.2,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 18:00,23.4,1011.9,58,157/SSE,4.6,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 19:00,22.4,1012.1,55,206/SSW,1.4,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 20:00,21.6,1012.8,58,53/NE,0.6,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 21:00,21.3,1012.8,70,357/N,4.5,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 22:00,21.8,1012.6,69,18/NNE,8.5,0,54853,120.42,36.17,山东,青岛,崂山
9/21/2019 23:00,21,1012.6,65,355/N,4.7,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 0:00,20.7,1012.3,52,347/NNW,6.5,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 1:00,20.1,1012,53,350/N,7.7,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 2:00,19.9,1011.1,56,330/NNW,5.6,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 3:00,18.6,1010.9,68,317/NW,5.3,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 4:00,18.2,1010.5,71,302/WNW,5.4,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 5:00,19.3,1010.5,69,321/NW,4.7,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 6:00,19.9,1010.5,74,331/NNW,7.5,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 7:00,20.7,1010.5,66,320/NW,5.6,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 8:00,21.9,1010.9,56,326/NW,7.4,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 9:00,23.2,1011.1,48,358/N,9.4,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 10:00,25.3,1010.7,39,21/NNE,10.9,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 11:00,26.3,1010,39,318/NW,9.3,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 12:00,26.6,1009.2,33,325/NW,14.8,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 13:00,27.5,1008.6,29,17/NNE,7.2,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 14:00,27.3,1008.2,26,355/N,12.2,0,54853,120.42,36.17,山东,青岛,崂山
9/22/2019 15:00,27,1008.3,25,25/NNE,9.1,0,54853,120.42,36.17,山东,青岛,崂山
